,city-cn,lat,lng
11535,Miami-United States,36.8877,-94.8718
11536,The Village-United States,35.5706,-97.5566
11537,El Reno-United States,35.543,-97.966
11538,Tecumseh-United States,35.2639,-96.9338
11539,Muldrow-United States,35.404,-94.5969
11540,Newcastle-United States,35.2404,-97.5998
11541,Coweta-United States,35.9678,-95.6538
11542,Okmulgee-United States,35.6137,-96.0068
11543,Enid-United States,36.4061,-97.8701
11544,Guymon-United States,36.6901,-101.4778
11545,Piedmont-United States,35.6784,-97.7528
11546,Tuttle-United States,35.3071,-97.756
11547,Altus-United States,34.6566,-99.3051
11548,Anadarko-United States,35.0652,-98.2441
11549,Ada-United States,34.7682,-96.6689
11550,Norman-United States,35.2335,-97.3471
11551,Weatherford-United States,35.5385,-98.6872
11552,Holdenville-United States,35.0836,-96.4004
11553,Woodward-United States,36.4246,-99.4059
11554,Cushing-United States,35.9797,-96.7602
11555,Vinita-United States,36.6364,-95.1768
11556,Bartlesville-United States,36.7356,-95.9451
11557,Scottsdale-United States,33.6872,-111.865
11558,Flagstaff-United States,35.1872,-111.6195
11559,Nogales-United States,31.3624,-110.9336
11560,Tolleson-United States,33.4484,-112.2561
11561,Oro Valley-United States,32.4223,-110.9767
11562,El Mirage-United States,33.5905,-112.3271
11563,Guadalupe-United States,33.3664,-111.9633
11564,Queen Creek-United States,33.2368,-111.6393
11565,Buckeye-United States,33.4318,-112.643
11566,Safford-United States,32.8318,-109.7005
11567,Show Low-United States,34.2671,-110.0384
11568,Coolidge-United States,32.9398,-111.526
11569,Eloy-United States,32.747,-111.5991
11570,Marana-United States,32.4355,-111.1558
11571,Maricopa-United States,33.0404,-112.0005
11572,Sedona-United States,34.8574,-111.7951
11573,Avondale-United States,33.3858,-112.3236
11574,Tucson-United States,32.1546,-110.8782
11575,Gilbert-United States,33.3103,-111.7463
11576,Prescott Valley-United States,34.5982,-112.3178
11577,Mesa-United States,33.4017,-111.7181
11578,Cave Creek-United States,33.8513,-111.9801
11579,Douglas-United States,31.3602,-109.5394
11580,Apache Junction-United States,33.3985,-111.5351
11581,Prescott-United States,34.5849,-112.4475
11582,Bisbee-United States,31.4126,-109.9179
11583,Cottonwood-United States,34.7194,-112.0015
11584,Sierra Vista-United States,31.563,-110.3153
11585,Bullhead City-United States,35.1205,-114.546
11586,Casa Grande-United States,32.907,-111.7624
11587,Winslow-United States,35.0253,-110.7098
11588,Snowflake-United States,34.5223,-110.0913
11589,Yuma-United States,32.5991,-114.5488
11590,Sahuarita-United States,31.9328,-110.9654
11591,Somerton-United States,32.6009,-114.699
11592,Chino Valley-United States,34.7593,-112.4107
11593,Chandler-United States,33.2827,-111.8516
11594,Youngtown-United States,33.5846,-112.3047
11595,Fountain Hills-United States,33.6073,-111.7398
11596,Glendale-United States,33.5796,-112.2258
11597,Eagar-United States,34.1058,-109.2956
11598,Surprise-United States,33.6802,-112.4525
11599,South Tucson-United States,32.1955,-110.9692
11600,Litchfield Park-United States,33.5024,-112.3586
11601,Globe-United States,33.3869,-110.7514
11602,Lake Havasu City-United States,34.5006,-114.3115
11603,Colorado City-United States,36.9774,-112.983
11604,Goodyear-United States,33.2614,-112.3622
11605,Peoria-United States,33.7844,-112.2989
11606,Camp Verde-United States,34.5699,-111.8573
11607,Kingman-United States,35.217,-114.0105
11608,Thatcher-United States,32.832,-109.7595
11609,Florence-United States,33.059,-111.4209
11610,Phoenix-United States,33.5722,-112.0891
11611,San Luis-United States,32.4911,-114.7089
11612,Tempe-United States,33.3881,-111.9318
11613,Paradise Valley-United States,33.5435,-111.9595
11614,Payson-United States,34.2434,-111.3195
11615,Page-United States,36.9425,-111.5071
11616,Clifton-United States,33.0249,-109.2883
11617,Nampa-United States,43.5843,-116.5626
11618,Pocatello-United States,42.8716,-112.4656
11619,Post Falls-United States,47.7202,-116.9397
11620,Hailey-United States,43.5133,-114.301
11621,Boise-United States,43.6006,-116.2316
11622,Eagle-United States,43.7228,-116.3857
11623,Rexburg-United States,43.822,-111.7926
11624,Rigby-United States,43.6735,-111.9126
11625,Fruitland-United States,44.0196,-116.9222
11626,Rathdrum-United States,47.7995,-116.8908
11627,Ammon-United States,43.4747,-111.9568
11628,Middleton-United States,43.7116,-116.6152
11629,Payette-United States,44.0789,-116.9256
11630,Rupert-United States,42.6189,-113.674
11631,Kuna-United States,43.4853,-116.3977
11632,Jerome-United States,42.7184,-114.5159
11633,Burley-United States,42.5379,-113.7929
11634,Twin Falls-United States,42.5645,-114.4611
11635,Garden City-United States,43.6526,-116.2743
11636,Sandpoint-United States,48.2832,-116.5613
11637,Mountain Home-United States,43.1324,-115.697
11638,Hayden-United States,47.768,-116.804
11639,Caldwell-United States,43.6458,-116.6591
11640,Blackfoot-United States,43.194,-112.3455
11641,Moscow-United States,46.7307,-116.9986
11642,Star-United States,43.702,-116.4938
11643,Coeur d'Alene-United States,47.7039,-116.7933
11644,Weiser-United States,44.2547,-116.9689
11645,Lewiston-United States,46.3935,-116.9934
11646,Chubbuck-United States,42.9226,-112.4702
11647,Idaho Falls-United States,43.4868,-112.0363
11648,Meridian-United States,43.6113,-116.3972
11649,Emmett-United States,43.8685,-116.489
11650,Torrington-United States,41.8349,-73.1282
11651,New London-United States,41.3502,-72.1023
11652,Waterbury-United States,41.5583,-73.0361
11653,Shelton-United States,41.306,-73.1383
11654,New Britain-United States,41.6758,-72.7862
11655,Groton-United States,41.339,-72.0727
11656,City of Milford (balance)-United States,41.2253,-73.0624
11657,Naugatuck-United States,41.489,-73.0518
11658,Jewett City-United States,41.607,-71.9807
11659,Bridgeport-United States,41.1909,-73.1958
11660,Norwalk-United States,41.1144,-73.4215
11661,Middletown-United States,41.5476,-72.6549
11662,Meriden-United States,41.5367,-72.7943
11663,Danbury-United States,41.4016,-73.471
11664,Ansonia-United States,41.3443,-73.0689
11665,West Haven-United States,41.2739,-72.9671
11666,Hartford-United States,41.7661,-72.6834
11667,Bristol-United States,41.6812,-72.9407
11668,Derby-United States,41.3265,-73.0833
11669,New Haven-United States,41.3112,-72.9245
11670,Norwich-United States,41.5495,-72.0882
11671,Stamford-United States,41.1036,-73.5583
11672,Presque Isle-United States,46.6868,-67.9874
11673,Biddeford-United States,43.4674,-70.4512
11674,Saco-United States,43.539,-70.4624
11675,Old Town-United States,44.9491,-68.7249
11676,Sanford-United States,43.4244,-70.7573
11677,Auburn-United States,44.085,-70.2492
11678,South Portland-United States,43.631,-70.2895
11679,Waterville-United States,44.544,-69.6626
11680,Rockland-United States,44.1274,-69.1369
11681,Caribou-United States,46.8662,-67.9919
11682,Gardiner-United States,44.191,-69.7921
11683,Westbrook-United States,43.6955,-70.3539
11684,Lewiston-United States,44.0915,-70.1681
11685,Bath-United States,43.9346,-69.8346
11686,Bangor-United States,44.8322,-68.7906
11687,Augusta-United States,44.3341,-69.7319
11688,Brewer-United States,44.7835,-68.7352
11689,Portland-United States,43.6773,-70.2715
11690,Ellsworth-United States,44.5847,-68.4875
11691,Easton-United States,38.776,-76.0702
11692,Frostburg-United States,39.6506,-78.9269
11693,Mount Rainier-United States,38.9423,-76.9645
11694,Ocean City-United States,38.3989,-75.0715
11695,Hyattsville-United States,38.9612,-76.9548
11696,Thurmont-United States,39.621,-77.4076
11697,Cambridge-United States,38.5515,-76.0786
11698,Annapolis-United States,38.9706,-76.5047
11699,Salisbury-United States,38.3755,-75.5867
11700,Hampstead-United States,39.6109,-76.8552
11701,Brunswick-United States,39.318,-77.6253
11702,La Plata-United States,38.5352,-76.9701
11703,Takoma Park-United States,38.981,-77.0028
11704,Walkersville-United States,39.4832,-77.3559
11705,Fruitland-United States,38.3214,-75.6246
11706,Elkton-United States,39.6067,-75.821
11707,Manchester-United States,39.6585,-76.8881
11708,New Carrollton-United States,38.9654,-76.8773
11709,Princess Anne-United States,38.2053,-75.6969
11710,Rockville-United States,39.0834,-77.1553
11711,Hagerstown-United States,39.6401,-77.7217
11712,Westminster-United States,39.5797,-77.0064
11713,Leonardtown-United States,38.3038,-76.6395
11714,Frederick-United States,39.4335,-77.4157
11715,Havre de Grace-United States,39.5481,-76.1145
11716,Bowie-United States,38.9575,-76.7421
11717,Chestertown-United States,39.2195,-76.071
11718,Cheverly-United States,38.9253,-76.9141
11719,Mount Airy-United States,39.3742,-77.1535
11720,Glenarden-United States,38.9293,-76.8576
11721,Greenbelt-United States,38.9953,-76.8885
11722,Aberdeen-United States,39.5146,-76.173
11723,Riverdale Park-United States,38.9644,-76.9267
11724,District Heights-United States,38.8588,-76.8885
11725,Bladensburg-United States,38.9424,-76.9263
11726,Cumberland-United States,39.6515,-78.7585
11727,Bel Air-United States,39.5348,-76.346
11728,Taneytown-United States,39.657,-77.1682
11729,College Park-United States,38.9962,-76.9337
11730,Chesapeake Beach-United States,38.6881,-76.5448
11731,Emmitsburg-United States,39.7051,-77.3216
11732,Westernport-United States,39.488,-79.0429
11733,Gaithersburg-United States,39.1347,-77.213
11734,Laurel-United States,39.095,-76.8619
11735,Baltimore-United States,39.3051,-76.6144
11736,Marlborough-United States,42.3494,-71.5468
11737,Quincy-United States,42.2516,-71.0183
11738,Chicopee-United States,42.1764,-72.5719
11739,Waltham-United States,42.3889,-71.2423
11740,Medford-United States,42.4234,-71.1087
11741,Gloucester-United States,42.626,-70.6897
11742,Boston-United States,42.3188,-71.0846
11743,Haverhill-United States,42.7838,-71.0871
11744,Newton-United States,42.3316,-71.2084
11745,Pittsfield-United States,42.4517,-73.2605
11746,Everett-United States,42.4064,-71.0545
11747,Salem-United States,42.5129,-70.902
11748,Brockton-United States,42.0821,-71.0242
11749,North Adams-United States,42.6844,-73.1166
11750,Watertown-United States,42.37,-71.1775
11751,Westfield-United States,42.1382,-72.7561
11752,Cambridge-United States,42.3758,-71.1184
11753,Somerville-United States,42.3908,-71.1013
11754,Northampton-United States,42.3266,-72.6745
11755,Methuen-United States,42.734,-71.1889
11756,Holyoke-United States,42.2126,-72.6411
11757,Newburyport-United States,42.8124,-70.8879
11758,Fitchburg-United States,42.5912,-71.8156
11759,Lawrence-United States,42.7003,-71.1626
11760,Revere-United States,42.4191,-71.0035
11761,New Bedford-United States,41.6697,-70.9428
11762,Beverly-United States,42.5681,-70.8627
11763,Woburn-United States,42.4869,-71.1543
11764,Chelsea-United States,42.3959,-71.0325
11765,Worcester-United States,42.2705,-71.8079
11766,Melrose-United States,42.4556,-71.059
11767,Peabody-United States,42.5335,-70.9724
11768,Springfield-United States,42.1155,-72.5395
11769,Lowell-United States,42.6389,-71.3217
11770,Leominster-United States,42.5209,-71.7717
11771,Gardner-United States,42.5845,-71.9867
11772,Malden-United States,42.4305,-71.0576
11773,Lynn-United States,42.4779,-70.9663
11774,Attleboro-United States,41.9311,-71.295
11775,Fall River-United States,41.7136,-71.1015
11776,Taunton-United States,41.9036,-71.0943
11777,Toledo-United States,41.6639,-83.5822
11778,University Heights-United States,41.4948,-81.5348
11779,Sheffield Lake-United States,41.4884,-82.0978
11780,Blue Ash-United States,39.2478,-84.3825
11781,Trotwood-United States,39.7927,-84.3165
11782,Hamilton-United States,39.3938,-84.5653
11783,Grove City-United States,39.866,-83.0692
11784,Northwood-United States,41.6089,-83.4837
11785,Akron-United States,41.0802,-81.5219
11786,Centerville-United States,39.6339,-84.1449
11787,Lakewood-United States,41.4824,-81.8008
11788,Wickliffe-United States,41.6072,-81.469
11789,Monroe-United States,39.4461,-84.3666
11790,Montgomery-United States,39.2494,-84.3457
11791,Newark-United States,40.0705,-82.425
11792,Richmond Heights-United States,41.5589,-81.5029
11793,Vandalia-United States,39.879,-84.193
11794,Columbiana-United States,40.8871,-80.675
11795,Kirtland-United States,41.5969,-81.3406
11796,Oberlin-United States,41.2857,-82.2197
11797,North Canton-United States,40.8743,-81.3971
11798,Napoleon-United States,41.3977,-84.1244
11799,Bellefontaine-United States,40.3627,-83.763
11800,Cambridge-United States,40.0221,-81.5868
11801,Medina-United States,41.1358,-81.8694
11802,Shaker Heights-United States,41.4744,-81.5496
11803,Galion-United States,40.7383,-82.7786
11804,Brecksville-United States,41.3079,-81.6193
11805,Trenton-United States,39.4791,-84.462
11806,Lisbon-United States,40.7752,-80.7628
11807,Worthington-United States,40.0949,-83.021
11808,Union-United States,39.9105,-84.2929
11809,Miamisburg-United States,39.6323,-84.2725
11810,Steubenville-United States,40.3653,-80.6519
11811,Eastlake-United States,41.6581,-81.4323
11812,Powell-United States,40.1678,-83.0817
11813,The Village of Indian Hill-United States,39.1917,-84.3341
11814,New Albany-United States,40.0808,-82.7897
11815,Bedford Heights-United States,41.4042,-81.5053
11816,Russells Point-United States,40.468,-83.8939
11817,Ashville-United States,39.7238,-82.9576
11818,Jackson-United States,39.046,-82.6493
11819,Strongsville-United States,41.3128,-81.8313
11820,Harrison-United States,39.2571,-84.7882
11821,Cleveland-United States,41.4767,-81.6805
11822,Campbell-United States,41.0777,-80.5904
11823,Athens-United States,39.3269,-82.0988
11824,Stow-United States,41.1765,-81.4344
11825,Lyndhurst-United States,41.5172,-81.4922
11826,Ashland-United States,40.8668,-82.3156
11827,Cleveland Heights-United States,41.5112,-81.5636
11828,Parma-United States,41.3842,-81.7286
11829,Warren-United States,41.2388,-80.8177
11830,Caldwell-United States,39.7467,-81.5127
11831,Norton-United States,41.0294,-81.6461
11832,Delphos-United States,40.8481,-84.3368
11833,Westerville-United States,40.1241,-82.9209
11834,Seven Hills-United States,41.3805,-81.6737
11835,Norwood-United States,39.1604,-84.4535
11836,Fostoria-United States,41.1601,-83.4119
11837,Oakwood-United States,39.7202,-84.1733
11838,Hudson-United States,41.2399,-81.4408
11839,Port Clinton-United States,41.5094,-82.9383
11840,Hillsboro-United States,39.2123,-83.6113
11841,Circleville-United States,39.6062,-82.9334
11842,Middleburg Heights-United States,41.3695,-81.8151
11843,Reynoldsburg-United States,39.9587,-82.7944
11844,Mount Vernon-United States,40.3854,-82.4732
11845,Gahanna-United States,40.0251,-82.8637
11846,Wilmington-United States,39.4387,-83.8184
11847,Madeira-United States,39.1854,-84.3734
11848,Fairfield-United States,39.3301,-84.5405
11849,Shelby-United States,40.8846,-82.6578
11850,Cuyahoga Falls-United States,41.1641,-81.5206
11851,Youngstown-United States,41.0993,-80.6463
11852,Canal Winchester-United States,39.8432,-82.8121
11853,Mayfield Heights-United States,41.5175,-81.4534
11854,Twinsburg-United States,41.3221,-81.4451
11855,Grandview Heights-United States,39.9793,-83.0409
11856,Pickerington-United States,39.889,-82.7678
11857,Lebanon-United States,39.4251,-84.2136
11858,Sandusky-United States,41.4437,-82.7149
11859,South Euclid-United States,41.5239,-81.5245
11860,Euclid-United States,41.5904,-81.5188
11861,Wyoming-United States,39.2296,-84.4814
11862,Zanesville-United States,39.9567,-82.0133
11863,Defiance-United States,41.281,-84.366
11864,Avon-United States,41.4485,-82.0187
11865,Saint Clairsville-United States,40.0792,-80.8997
11866,Alliance-United States,40.9107,-81.1189
11867,Seville-United States,41.0209,-81.8671
11868,Deer Park-United States,39.2036,-84.3975
11869,Mount Healthy-United States,39.2338,-84.5474
11870,Painesville-United States,41.724,-81.2536
11871,Wauseon-United States,41.5533,-84.1407
11872,Fairlawn-United States,41.127,-81.6213
11873,Norwalk-United States,41.2443,-82.6088
11874,Maple Heights-United States,41.4094,-81.5625
11875,Ontario-United States,40.771,-82.6104
11876,Fairborn-United States,39.801,-84.0094
11877,Sharonville-United States,39.2825,-84.4069
11878,Rittman-United States,40.9737,-81.7846
11879,Orrville-United States,40.8482,-81.7747
11880,Kent-United States,41.149,-81.361
11881,Dover-United States,40.5302,-81.4805
11882,Mentor-United States,41.6895,-81.3361
11883,Conneaut-United States,41.9278,-80.5685
11884,Rossford-United States,41.5831,-83.5692
11885,Ashtabula-United States,41.8806,-80.7984
11886,Garfield Heights-United States,41.4199,-81.6038
11887,Canal Fulton-United States,40.8896,-81.5886
11888,Moraine-United States,39.6983,-84.2459
11889,Barberton-United States,41.0095,-81.6038
11890,Forest Park-United States,39.286,-84.5257
11891,Delaware-United States,40.2866,-83.0747
11892,Riverside-United States,39.7836,-84.122
11893,Massillon-United States,40.7839,-81.5256
11894,East Liverpool-United States,40.6333,-80.5677
11895,North Olmsted-United States,41.415,-81.919
11896,Ironton-United States,38.5319,-82.6777
11897,Olmsted Falls-United States,41.3657,-81.9043
11898,Ravenna-United States,41.1613,-81.2421
11899,Springboro-United States,39.5612,-84.2349
11900,Struthers-United States,41.051,-80.592
11901,Marysville-United States,40.2276,-83.3594
11902,Streetsboro-United States,41.2396,-81.3456
11903,Troy-United States,40.0435,-84.2189
11904,London-United States,39.8936,-83.4374
11905,Bay Village-United States,41.4851,-81.9315
11906,Chillicothe-United States,39.3393,-82.9937
11907,Kenton-United States,40.6447,-83.6099
11908,Washington Court House-United States,39.5384,-83.4277
11909,Bucyrus-United States,40.8054,-82.9719
11910,Celina-United States,40.5551,-84.5629
11911,Amherst-United States,41.4022,-82.2303
11912,Wellston-United States,39.1172,-82.5375
11913,Middletown-United States,39.5032,-84.3659
11914,Ada-United States,40.768,-83.8252
11915,Brooklyn-United States,41.4349,-81.7498
11916,Englewood-United States,39.8644,-84.3071
11917,Willowick-United States,41.6343,-81.468
11918,Berea-United States,41.3696,-81.8642
11919,Lancaster-United States,39.7249,-82.6049
11920,Springfield-United States,39.9304,-83.7961
11921,Pepper Pike-United States,41.4801,-81.4619
11922,Macedonia-United States,41.3147,-81.499
11923,Carlisle-United States,39.5807,-84.3201
11924,Tipp City-United States,39.9643,-84.186
11925,North Ridgeville-United States,41.3851,-82.0194
11926,Fremont-United States,41.3533,-83.1146
11927,Kettering-United States,39.6957,-84.1496
11928,Beavercreek-United States,39.731,-84.0624
11929,Hilliard-United States,40.0352,-83.1577
11930,Canton-United States,40.8076,-81.3677
11931,Louisville-United States,40.837,-81.2643
11932,Willoughby-United States,41.646,-81.4084
11933,Columbus-United States,39.986,-82.9852
11934,Niles-United States,41.1877,-80.7531
11935,Loveland-United States,39.2679,-84.2731
11936,Greenfield-United States,39.3535,-83.3884
11937,Bowling Green-United States,41.3773,-83.65
11938,Logan-United States,39.5386,-82.4063
11939,Canfield-United States,41.0315,-80.7671
11940,Brunswick-United States,41.2464,-81.8198
11941,Marietta-United States,39.4241,-81.4465
11942,Oxford-United States,39.5062,-84.7434
11943,Wapakoneta-United States,40.5676,-84.1918
11944,North College Hill-United States,39.2173,-84.5517
11945,Granville-United States,40.0646,-82.5022
11946,Reading-United States,39.2241,-84.4332
11947,Sunbury-United States,40.2484,-82.8803
11948,Brook Park-United States,41.4036,-81.8219
11949,Middleport-United States,38.9948,-82.0643
11950,Broadview Heights-United States,41.3195,-81.6782
11951,Ottawa-United States,41.0204,-84.035
11952,New Bremen-United States,40.4348,-84.3778
11953,Waterville-United States,41.5014,-83.7367
11954,Grafton-United States,41.2808,-82.0367
11955,Heath-United States,40.0241,-82.4412
11956,Bedford-United States,41.3919,-81.5359
11957,Upper Sandusky-United States,40.8298,-83.272
11958,Dublin-United States,40.1111,-83.1452
11959,Eaton-United States,39.7506,-84.6343
11960,Westlake-United States,41.4524,-81.9295
11961,Marion-United States,40.5933,-83.1236
11962,Huron-United States,41.3912,-82.5626
11963,Upper Arlington-United States,40.0272,-83.0704
11964,Oregon-United States,41.6528,-83.432
11965,Milford-United States,39.17,-84.281
11966,Sidney-United States,40.2891,-84.1667
11967,Clyde-United States,41.3046,-82.9782
11968,New Carlisle-United States,39.9448,-84.0256
11969,Salem-United States,40.9049,-80.8491
11970,Uhrichsville-United States,40.4005,-81.3516
11971,Cheviot-United States,39.1578,-84.6138
11972,New Franklin-United States,40.9525,-81.5839
11973,Piqua-United States,40.1504,-84.2439
11974,Chardon-United States,41.5803,-81.2082
11975,Cincinnati-United States,39.1412,-84.5059
11976,Beachwood-United States,41.4759,-81.5029
11977,Perrysburg-United States,41.5377,-83.6413
11978,Sylvania-United States,41.71,-83.7085
11979,Urbana-United States,40.1088,-83.7541
11980,Munroe Falls-United States,41.1385,-81.4344
11981,Coshocton-United States,40.2619,-81.848
11982,Findlay-United States,41.0467,-83.6379
11983,Bryan-United States,41.4711,-84.5489
11984,Franklin-United States,39.5538,-84.295
11985,Hubbard-United States,41.1593,-80.5682
11986,Garrettsville-United States,41.2843,-81.0933
11987,Parma Heights-United States,41.3865,-81.7637
11988,East Cleveland-United States,41.5318,-81.5795
11989,Green-United States,40.9483,-81.4757
11990,New Philadelphia-United States,40.486,-81.4402
11991,Clayton-United States,39.8689,-84.3292
11992,Nelsonville-United States,39.456,-82.2218
11993,Pataskala-United States,40.011,-82.7155
11994,Bexley-United States,39.965,-82.9343
11995,Elyria-United States,41.3761,-82.1063
11996,Warrensville Heights-United States,41.4363,-81.5222
11997,Lorain-United States,41.4409,-82.184
11998,Martins Ferry-United States,40.1014,-80.7253
11999,North Royalton-United States,41.3138,-81.7451
12000,Willard-United States,41.0518,-82.7232
12001,Tallmadge-United States,41.1023,-81.4216
12002,Bellbrook-United States,39.6384,-84.0864
12003,Wooster-United States,40.8167,-81.9338
12004,Rocky River-United States,41.4703,-81.8526
12005,Wadsworth-United States,41.0279,-81.7324
12006,Highland Heights-United States,41.5518,-81.4691
12007,Van Wert-United States,40.8653,-84.5873
12008,Avon Lake-United States,41.4945,-82.016
12009,Xenia-United States,39.6829,-83.9413
12010,Mentor-on-the-Lake-United States,41.7135,-81.365
12011,Lima-United States,40.7409,-84.1121
12012,Groveport-United States,39.8586,-82.8979
12013,Independence-United States,41.378,-81.6385
12014,Aurora-United States,41.3118,-81.345
12015,Portsmouth-United States,38.7539,-82.9446
12016,Tiffin-United States,41.1165,-83.1805
12017,Mansfield-United States,40.7656,-82.5275
12018,Springdale-United States,39.291,-84.4759
12019,Germantown-United States,39.6324,-84.3645
12020,Huber Heights-United States,39.8595,-84.113
12021,Saint Marys-United States,40.5475,-84.3931
12022,Bellevue-United States,41.2743,-82.8394
12023,Maumee-United States,41.5696,-83.6636
12024,Mason-United States,39.3572,-84.3022
12025,Solon-United States,41.3864,-81.4401
12026,Belpre-United States,39.2815,-81.5971
12027,Brookville-United States,39.8393,-84.4176
12028,Greenville-United States,40.1043,-84.6209
12029,Fairview Park-United States,41.4419,-81.853
12030,Dayton-United States,39.7797,-84.1998
12031,Vermilion-United States,41.4103,-82.3214
12032,Cortland-United States,41.3319,-80.7192
12033,Geneva-United States,41.8007,-80.9461
12034,Whitehall-United States,39.9682,-82.8833
12035,Girard-United States,41.1673,-80.6962
12036,Willoughby Hills-United States,41.5873,-81.4333
12037,South Ogden-United States,41.1714,-111.9568
12038,Harrisville-United States,41.2852,-111.9859
12039,North Salt Lake-United States,40.8439,-111.9188
12040,Spanish Fork-United States,40.1102,-111.6405
12041,Orem-United States,40.2983,-111.6993
12042,West Valley City-United States,40.6889,-112.0115
12043,Enoch-United States,37.7664,-113.0431
12044,Cedar Hills-United States,40.4135,-111.753
12045,Hooper-United States,41.1598,-112.287
12046,Bluffdale-United States,40.4743,-111.9383
12047,Bountiful-United States,40.8722,-111.8647
12048,Saratoga Springs-United States,40.3447,-111.9154
12049,Providence-United States,41.7033,-111.8121
12050,Hyrum-United States,41.6318,-111.8439
12051,West Bountiful-United States,40.8983,-111.908
12052,Centerville-United States,40.9284,-111.8848
12053,Hurricane-United States,37.1497,-113.3525
12054,West Jordan-United States,40.6024,-112.0008
12055,North Ogden-United States,41.3124,-111.9586
12056,Ivins-United States,37.1742,-113.6809
12057,Tooele-United States,40.5394,-112.3082
12058,Holladay-United States,40.6599,-111.8226
12059,Riverton-United States,40.5176,-111.9635
12060,Vernal-United States,40.4517,-109.5379
12061,Midvale-United States,40.6148,-111.8928
12062,Smithfield-United States,41.8347,-111.8266
12063,American Fork-United States,40.3797,-111.7943
12064,Grantsville-United States,40.6148,-112.4777
12065,Salt Lake City-United States,40.7774,-111.9301
12066,Alpine-United States,40.4627,-111.7726
12067,Clinton-United States,41.1395,-112.0656
12068,Layton-United States,41.0771,-111.9622
12069,Springville-United States,40.1638,-111.6206
12070,Roosevelt-United States,40.2923,-110.0061
12071,Sunset-United States,41.1392,-112.0285
12072,West Haven-United States,41.2082,-112.0538
12073,Farmington-United States,40.9846,-111.9064
12074,Ephraim-United States,39.3577,-111.5819
12075,Price-United States,39.604,-110.8004
12076,Ogden-United States,41.228,-111.9677
12077,Saint George-United States,37.0769,-113.577
12078,Clearfield-United States,41.103,-112.0237
12079,Millcreek-United States,40.6892,-111.8291
12080,Highland-United States,40.4275,-111.7956
12081,Washington Terrace-United States,41.1683,-111.9783
12082,Kaysville-United States,41.029,-111.9456
12083,Midway-United States,40.5183,-111.4753
12084,Eagle Mountain-United States,40.3137,-112.0114
12085,Cottonwood Heights-United States,40.6137,-111.8144
12086,Washington-United States,37.1325,-113.4894
12087,Moab-United States,38.57,-109.5476
12088,Vineyard-United States,40.3058,-111.7545
12089,Nibley-United States,41.6725,-111.8454
12090,Taylorsville-United States,40.6569,-111.9493
12091,Lehi-United States,40.4137,-111.8728
12092,Cedar City-United States,37.6835,-113.0957
12093,Brigham City-United States,41.5035,-112.0454
12094,Pleasant View-United States,41.3249,-112.0011
12095,Santa Clara-United States,37.1311,-113.656
12096,Salem-United States,40.054,-111.6721
12097,Park City-United States,40.6505,-111.502
12098,Mapleton-United States,40.1187,-111.574
12099,Logan-United States,41.7402,-111.8419
12100,Provo-United States,40.2458,-111.6457
12101,Nephi-United States,39.7072,-111.8323
12102,North Logan-United States,41.7759,-111.8066
12103,South Salt Lake-United States,40.7056,-111.8986
12104,Plain City-United States,41.3071,-112.0877
12105,Draper-United States,40.4956,-111.8607
12106,Syracuse-United States,41.0863,-112.0695
12107,Tremonton-United States,41.7187,-112.1891
12108,West Point-United States,41.1221,-112.0995
12109,Roy-United States,41.1716,-112.0479
12110,Farr West-United States,41.3015,-112.0318
12111,Fruit Heights-United States,41.0277,-111.9081
12112,Richfield-United States,38.7629,-112.0925
12113,Pleasant Grove-United States,40.3714,-111.7411
12114,Woods Cross-United States,40.8731,-111.917
12115,Lindon-United States,40.3414,-111.7188
12116,Herriman-United States,40.4898,-112.0169
12117,Murray-United States,40.6498,-111.8875
12118,South Jordan-United States,40.5571,-111.9782
12119,Santaquin-United States,39.9712,-111.7936
12120,Payson-United States,40.0353,-111.7404
12121,Riverdale-United States,41.1734,-112.0024
12122,South Weber-United States,41.1334,-111.9392
12123,Bolivar-United States,37.6057,-93.4175
12124,Pleasant Hill-United States,38.8061,-94.2655
12125,Columbia-United States,38.9478,-92.3258
12126,Parkville-United States,39.2004,-94.7222
12127,Chesterfield-United States,38.6588,-90.5805
12128,Hannibal-United States,39.7097,-91.3936
12129,Republic-United States,37.1452,-93.4447
12130,Branson-United States,36.6511,-93.2633
12131,Lebanon-United States,37.6718,-92.6603
12132,Forsyth-United States,36.6922,-93.1101
12133,Wentzville-United States,38.8164,-90.867
12134,Ferguson-United States,38.749,-90.2949
12135,Town and Country-United States,38.6317,-90.4791
12136,Grandview-United States,38.8802,-94.5227
12137,Scott City-United States,37.2243,-89.536
12138,Dexter-United States,36.793,-89.9632
12139,Glendale-United States,38.5935,-90.3826
12140,Jennings-United States,38.723,-90.2643
12141,Richmond-United States,39.2758,-93.9734
12142,Saint Peters-United States,38.7825,-90.6061
12143,Nixa-United States,37.0459,-93.2953
12144,Union-United States,38.44,-90.9928
12145,Bowling Green-United States,39.3447,-91.2031
12146,Pacific-United States,38.4805,-90.7543
12147,Raymore-United States,38.8029,-94.4583
12148,Nevada-United States,37.8445,-94.3492
12149,Sunset Hills-United States,38.531,-90.4088
12150,Clayton-United States,38.6444,-90.3303
12151,Eureka-United States,38.5013,-90.6491
12152,Joplin-United States,37.0766,-94.5016
12153,Saint Louis-United States,38.6358,-90.2451
12154,Lake Saint Louis-United States,38.7848,-90.7873
12155,Grain Valley-United States,39.0166,-94.2086
